699800,92.58,3.0,"Knospenstraße 40, Feldmoching, München",7558.87,Feldmoching,48.2159429,11.533323,1
413000,59.43,2.0,"Obermenzing, München",6949.35,Obermenzing,48.16257,11.4693724,0
829000,117.68,3.0,"Obermenzing, München",7044.53,Obermenzing,48.16257,11.4693724,0
349000,53.0,2.0,"Obermenzing, München",6584.91,Obermenzing,48.16257,11.4693724,0
639500,92.7,4.5,"Karlsfelder Straße 38,38a, Feldmoching, München",6898.60,Feldmoching,48.2159429,11.533323,1
629500,94.0,4.0,"Karlsfelder Straße 38,38a, Feldmoching, München",6696.81,Feldmoching,48.2159429,11.533323,1
664000,97.92,4.0,"Aubing, München",6781.05,Aubing,48.1584371,11.4140662,0
678000,97.63,4.0,"Aubing, München",6944.59,Aubing,48.1584371,11.4140662,0
576000,78.75,3.0,"Aubing, München",7314.29,Aubing,48.1584371,11.4140662,0
620000,90.02,4.0,"Aubing, München",6887.36,Aubing,48.1584371,11.4140662,0
306900,41.0,1.0,"Aubing, München",7485.37,Aubing,48.1584371,11.4140662,0
398000,69.8,3.0,"Poing, Ebersberg (Kreis)",5702.01,Poing,48.1697024,11.8064415,0
990000,118.0,4.0,"Feldmoching, München",8389.83,Feldmoching,48.2159429,11.533323,0
340000,53.0,2.0,"Untermenzing, München",6415.09,Untermenzing,48.1768839,11.4760583,0
270000,50.0,2.0,"Zorneding, Ebersberg (Kreis)",5400.00,Zorneding,48.0936729,11.8323772,0
329000,60.76,2.0,"Krailling, Starnberg (Kreis)",5414.75,Krailling,48.0976727,11.4173314,0
885500,104.52,3.0,"Am Loferfeld 14, Aubing, München",8472.06,Aubing,48.1584371,11.4140662,1
478500,61.17,2.0,"Am Loferfeld 14, Aubing, München",7822.46,Aubing,48.1584371,11.4140662,1
900000,140.42,4.0,"Zugspitzstraße -, Karlsfeld, Dachau (Kreis)",6409.34,Karlsfeld,48.2112619,11.4595228,1
544900,85.08,3.0,"Zugspitzstraße -, Karlsfeld, Dachau (Kreis)",6404.56,Karlsfeld,48.2112619,11.4595228,1
565000,87.1,3.0,"Germering, Fürstenfeldbruck (Kreis)",6486.80,Germering,48.1231904,11.4014269,0
480000,85.97,3.0,"Germering, Fürstenfeldbruck (Kreis)",5583.34,Germering,48.1231904,11.4014269,0
1175000,204.0,4.0,"Gauting, Starnberg (Kreis)",5759.80,Gauting,48.0923303,11.4051296023,0
325000,56.84,2.0,"Unterschleißheim, München (Kreis)",5717.80,Unterschleißheim,48.2730686,11.5702716,0
654000,113.0,5.0,"Obergiesing, München",5787.61,Obergiesing,48.1111557,11.5889093,0
1096500,144.0,5.0,"Dachsteinstr. 17, Trudering, München",7614.58,Trudering,48.1231749,11.6640782,0
1164500,153.0,4.0,"Dachsteinstr. 17, Trudering, München",7611.11,Trudering,48.1231749,11.6640782,0
388000,57.0,2.0,"Untergiesing, München",6807.02,Untergiesing,48.1149632,11.5701894,0
999000,98.65,3.0,"Lehel, München",10126.71,Lehel,48.1387124,11.5887948,0
